# Capacitance Measurement Data
# Generated: 2025-10-06T17:08:32.411502
# Instrument: mock
# Sample Period: 100 ms
# Autorange: True
# Sample Count: 44
# Soft Errors: 0
#
timestamp_iso8601,t_seconds,capacitance_F
2025-10-06T17:08:32.413512,2.010000000000e-03,1.063802734339e-09
2025-10-06T17:08:32.523337,1.118350000000e-01,1.080995971230e-09
2025-10-06T17:08:32.637351,2.258490000000e-01,1.084700566420e-09
2025-10-06T17:08:32.749365,3.378630000000e-01,1.087849058344e-09
2025-10-06T17:08:32.862545,4.510430000000e-01,1.065864454492e-09
2025-10-06T17:08:32.974306,5.628040000000e-01,1.062646276846e-09
2025-10-06T17:08:33.087987,6.764850000000e-01,1.085555609717e-09
2025-10-06T17:08:33.197567,7.860650000000e-01,1.057573959317e-09
2025-10-06T17:08:33.311284,8.997820000000e-01,1.020884968023e-09
2025-10-06T17:08:33.424130,1.012628000000e+00,1.055963755023e-09
2025-10-06T17:08:33.538691,1.127189000000e+00,9.886945734694e-10
2025-10-06T17:08:33.650367,1.238865000000e+00,1.054889506977e-09
2025-10-06T17:08:33.763594,1.352092000000e+00,1.069621092150e-09
2025-10-06T17:08:33.876549,1.465047000000e+00,1.098537228266e-09
2025-10-06T17:08:33.990566,1.579064000000e+00,1.060375162044e-09
2025-10-06T17:08:34.103452,1.691950000000e+00,1.087681869329e-09
2025-10-06T17:08:34.217266,1.805764000000e+00,1.055008049595e-09
2025-10-06T17:08:34.329233,1.917731000000e+00,1.019020419028e-09
2025-10-06T17:08:34.443223,2.031721000000e+00,1.005365560253e-09
2025-10-06T17:08:34.555866,2.144364000000e+00,1.020883274833e-09
2025-10-06T17:08:34.669966,2.258464000000e+00,1.006929483322e-09
2025-10-06T17:08:34.781629,2.370127000000e+00,1.077241721500e-09
2025-10-06T17:08:34.895387,2.483885000000e+00,1.047642461090e-09
2025-10-06T17:08:35.008512,2.597010000000e+00,1.074983942666e-09
2025-10-06T17:08:35.113170,2.701668000000e+00,1.057498425432e-09
2025-10-06T17:08:35.225995,2.814493000000e+00,1.091614705906e-09
2025-10-06T17:08:35.332391,2.920889000000e+00,1.092168758080e-09
2025-10-06T17:08:35.444545,3.033043000000e+00,1.032183675616e-09
2025-10-06T17:08:35.559011,3.147509000000e+00,1.045215743360e-09
2025-10-06T17:08:35.671370,3.259868000000e+00,1.036112290396e-09
2025-10-06T17:08:35.784742,3.373240000000e+00,9.978262567000e-10
2025-10-06T17:08:35.889546,3.478044000000e+00,1.078561556695e-09
2025-10-06T17:08:36.003909,3.592407000000e+00,1.096604626806e-09
2025-10-06T17:08:36.108335,3.696833000000e+00,1.054567445952e-09
2025-10-06T17:08:36.220897,3.809395000000e+00,1.037439277803e-09
2025-10-06T17:08:36.333269,3.921767000000e+00,1.093120693303e-09
2025-10-06T17:08:36.446426,4.034924000000e+00,9.723066585841e-10
2025-10-06T17:08:36.559305,4.147803000000e+00,1.060977500907e-09
2025-10-06T17:08:36.673876,4.262374000000e+00,1.059761212174e-09
2025-10-06T17:08:36.785393,4.373891000000e+00,1.034640340467e-09
2025-10-06T17:08:36.899217,4.487715000000e+00,1.103618860207e-09
2025-10-06T17:08:37.010233,4.598731000000e+00,1.088809487591e-09
2025-10-06T17:08:37.122332,4.710830000000e+00,1.045487278609e-09
2025-10-06T17:08:37.232956,4.821454000000e+00,1.051606975025e-09
