# Capacitance Measurement Data
# Generated: 2025-10-06T17:08:25.353431
# Instrument: mock
# Sample Period: 100 ms
# Autorange: True
# Sample Count: 45
# Soft Errors: 0
#
timestamp_iso8601,t_seconds,capacitance_F
2025-10-06T17:08:25.357017,3.586000000000e-03,1.080753164954e-09
2025-10-06T17:08:25.466682,1.132510000000e-01,1.068735982014e-09
2025-10-06T17:08:25.578392,2.249610000000e-01,1.051022947339e-09
2025-10-06T17:08:25.692653,3.392220000000e-01,1.085795504940e-09
2025-10-06T17:08:25.803024,4.495930000000e-01,1.036605740432e-09
2025-10-06T17:08:25.917253,5.638220000000e-01,1.050388789915e-09
2025-10-06T17:08:26.030122,6.766910000000e-01,1.061524280427e-09
2025-10-06T17:08:26.135859,7.824280000000e-01,1.108902317882e-09
2025-10-06T17:08:26.248042,8.946110000000e-01,1.051674043985e-09
2025-10-06T17:08:26.361235,1.007804000000e+00,1.042787692567e-09
2025-10-06T17:08:26.474474,1.121043000000e+00,1.018329095896e-09
2025-10-06T17:08:26.586893,1.233462000000e+00,1.079226092645e-09
2025-10-06T17:08:26.699745,1.346314000000e+00,1.034416570334e-09
2025-10-06T17:08:26.813390,1.459959000000e+00,1.067156747375e-09
2025-10-06T17:08:26.926618,1.573187000000e+00,9.881788864357e-10
2025-10-06T17:08:27.040231,1.686800000000e+00,1.091728514128e-09
2025-10-06T17:08:27.153027,1.799596000000e+00,1.008186677003e-09
2025-10-06T17:08:27.267925,1.914494000000e+00,1.027676632314e-09
2025-10-06T17:08:27.381434,2.028003000000e+00,1.092226250936e-09
2025-10-06T17:08:27.495920,2.142489000000e+00,1.008057119416e-09
2025-10-06T17:08:27.610237,2.256806000000e+00,1.052177142128e-09
2025-10-06T17:08:27.724564,2.371133000000e+00,1.057568346486e-09
2025-10-06T17:08:27.837317,2.483886000000e+00,1.019829165078e-09
2025-10-06T17:08:27.952539,2.599108000000e+00,1.102152257254e-09
2025-10-06T17:08:28.065424,2.711993000000e+00,1.107617812801e-09
2025-10-06T17:08:28.176436,2.823005000000e+00,9.855725851647e-10
2025-10-06T17:08:28.287311,2.933880000000e+00,1.003936895818e-09
2025-10-06T17:08:28.398249,3.044818000000e+00,1.083293368479e-09
2025-10-06T17:08:28.509151,3.155720000000e+00,1.009043298431e-09
2025-10-06T17:08:28.620167,3.266736000000e+00,1.041181449671e-09
2025-10-06T17:08:28.730539,3.377108000000e+00,1.059388114659e-09
2025-10-06T17:08:28.843844,3.490413000000e+00,1.079144825248e-09
2025-10-06T17:08:28.955814,3.602383000000e+00,1.046955524634e-09
2025-10-06T17:08:29.069125,3.715694000000e+00,1.058139083751e-09
2025-10-06T17:08:29.181656,3.828225000000e+00,1.027467921476e-09
2025-10-06T17:08:29.295511,3.942080000000e+00,1.100201067332e-09
2025-10-06T17:08:29.407187,4.053756000000e+00,1.037335043370e-09
2025-10-06T17:08:29.520387,4.166956000000e+00,1.066679760895e-09
2025-10-06T17:08:29.632593,4.279162000000e+00,1.036733787425e-09
2025-10-06T17:08:29.743022,4.389591000000e+00,1.058446037845e-09
2025-10-06T17:08:29.853836,4.500405000000e+00,1.048782344440e-09
2025-10-06T17:08:29.964489,4.611058000000e+00,1.048969131211e-09
2025-10-06T17:08:30.075398,4.721967000000e+00,1.019027011255e-09
2025-10-06T17:08:30.187154,4.833723000000e+00,1.082651257430e-09
2025-10-06T17:08:30.298572,4.945141000000e+00,1.104349715025e-09
