# Capacitance Measurement Data
# Generated: 2025-10-06T17:08:39.344601
# Instrument: mock
# Sample Period: 100 ms
# Autorange: True
# Sample Count: 44
# Soft Errors: 0
#
timestamp_iso8601,t_seconds,capacitance_F
2025-10-06T17:08:39.347722,3.121000000000e-03,1.041600875896e-09
2025-10-06T17:08:39.455835,1.112340000000e-01,1.037222652560e-09
2025-10-06T17:08:39.569658,2.250570000000e-01,1.009207433780e-09
2025-10-06T17:08:39.680921,3.363200000000e-01,1.103746158857e-09
2025-10-06T17:08:39.795416,4.508150000000e-01,1.091352216024e-09
2025-10-06T17:08:39.906908,5.623070000000e-01,1.083254080541e-09
2025-10-06T17:08:40.020873,6.762720000000e-01,1.016676120741e-09
2025-10-06T17:08:40.134560,7.899590000000e-01,1.128339224900e-09
2025-10-06T17:08:40.248726,9.041250000000e-01,1.124783087497e-09
2025-10-06T17:08:40.361444,1.016843000000e+00,1.061738341274e-09
2025-10-06T17:08:40.473605,1.129004000000e+00,1.023308598915e-09
2025-10-06T17:08:40.587227,1.242626000000e+00,1.024624065038e-09
2025-10-06T17:08:40.700767,1.356166000000e+00,1.069802376971e-09
2025-10-06T17:08:40.813586,1.468985000000e+00,1.022958580697e-09
2025-10-06T17:08:40.928211,1.583610000000e+00,1.053851012571e-09
2025-10-06T17:08:41.040686,1.696085000000e+00,1.093325723729e-09
2025-10-06T17:08:41.147428,1.802827000000e+00,1.002035739337e-09
2025-10-06T17:08:41.260667,1.916066000000e+00,1.125548742095e-09
2025-10-06T17:08:41.373551,2.028950000000e+00,1.110094995804e-09
2025-10-06T17:08:41.486699,2.142098000000e+00,1.011481577634e-09
2025-10-06T17:08:41.600386,2.255785000000e+00,1.005259417191e-09
2025-10-06T17:08:41.713528,2.368927000000e+00,1.044990536642e-09
2025-10-06T17:08:41.825920,2.481319000000e+00,1.018683334301e-09
2025-10-06T17:08:41.939281,2.594680000000e+00,1.045655693582e-09
2025-10-06T17:08:42.053787,2.709186000000e+00,9.641507121872e-10
2025-10-06T17:08:42.166866,2.822265000000e+00,1.046859218405e-09
2025-10-06T17:08:42.281888,2.937287000000e+00,1.118280612905e-09
2025-10-06T17:08:42.392807,3.048206000000e+00,1.015611065251e-09
2025-10-06T17:08:42.507371,3.162770000000e+00,1.045257482554e-09
2025-10-06T17:08:42.620690,3.276089000000e+00,1.002468234634e-09
2025-10-06T17:08:42.735110,3.390509000000e+00,1.077272106034e-09
2025-10-06T17:08:42.847857,3.503256000000e+00,1.046894751233e-09
2025-10-06T17:08:42.960617,3.616016000000e+00,1.123039570213e-09
2025-10-06T17:08:43.074936,3.730335000000e+00,1.062061485212e-09
2025-10-06T17:08:43.189277,3.844676000000e+00,1.041689443162e-09
2025-10-06T17:08:43.300807,3.956206000000e+00,1.074108092992e-09
2025-10-06T17:08:43.414432,4.069831000000e+00,1.036949124748e-09
2025-10-06T17:08:43.526996,4.182395000000e+00,1.007646227857e-09
2025-10-06T17:08:43.641375,4.296774000000e+00,1.065334892813e-09
2025-10-06T17:08:43.754660,4.410059000000e+00,1.048557419177e-09
2025-10-06T17:08:43.868606,4.524005000000e+00,1.060538239289e-09
2025-10-06T17:08:43.981902,4.637301000000e+00,1.067876781566e-09
2025-10-06T17:08:44.095049,4.750448000000e+00,1.036722776581e-09
2025-10-06T17:08:44.208181,4.863580000000e+00,1.069469854706e-09
